Customer ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Dependents,Number of Dependents,Gender,Age,classify age ,Under 30,Senior Citizen,Married,Satisfaction Score,Customer Status,Churn Label,customer_status,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,City,Zip Code,Population
0115-TFERT,Yes,1,21,None,Yes,$36.26 ,Yes,Yes,Fiber Optic,59,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,$111.20 ,"$2,317.10 ",$0.00 ,120,$761.46 ,"$3,198.56 ",No,0,Male,24,Adolescents,Yes,No,Yes,3,Churned,Yes,churned,1,89,4123,Attitude,Attitude of service provider,Fresno,93650,3258
0117-LFRMW,Yes,1,37,None,No,$0.00 ,No,Yes,DSL,23,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,$40.20 ,"$1,448.80 ",$0.00 ,0,$0.00 ,"$1,448.80 ",Yes,1,Male,52,Middle-Aged Adults,No,No,Yes,2,Churned,Yes,churned,1,80,3627,Competitor,Competitor offered more data,Angwin,94508,3641
0118-JPNOY,No,0,26,None,Yes,$33.74 ,No,Yes,Fiber Optic,7,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,$85.80 ,"$2,193.65 ",$0.00 ,0,$877.24 ,"$3,070.89 ",No,0,Female,71,senior,No,Yes,No,3,Stayed,No,client,0,46,5700,,,Le Grand,95333,3256
0121-SNYRK,No,0,50,Offer B,No,$0.00 ,No,Yes,DSL,7,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,$35.40 ,"$1,748.90 ",$0.00 ,0,$0.00 ,"$1,748.90 ",No,0,Male,45,Middle-Aged Adults,No,No,No,3,Stayed,No,client,0,36,5052,,,Redway,95560,1851
0122-OAHPZ,No,0,7,None,Yes,$28.62 ,Yes,Yes,Fiber Optic,26,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$73.85 ,$511.25 ,$13.03 ,0,$200.34 ,$698.56 ,No,0,Female,29,Adolescents,Yes,No,No,3,Churned,Yes,churned,1,67,2473,Competitor,Competitor made better offer,San Diego,92122,34902
0123-CRBRT,Yes,1,61,Offer B,Yes,$47.19 ,Yes,Yes,DSL,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,$88.10 ,"$5,526.75 ",$0.00 ,0,"$2,878.59 ","$8,405.34 ",No,0,Female,62,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,40,5152,,,Monterey Park,91755,26933
0125-LZQXK,No,0,15,Offer D,Yes,$45.92 ,No,Yes,Fiber Optic,12,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$101.35 ,"$1,553.95 ",$0.00 ,0,$688.80 ,"$2,242.75 ",No,0,Male,42,Middle-Aged Adults,No,No,No,2,Churned,Yes,churned,1,91,3025,Attitude,Attitude of service provider,Big Oak Flat,95305,167
0128-MKWSG,No,0,26,None,No,$0.00 ,No,Yes,DSL,19,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,$45.80 ,"$1,147.00 ",$0.00 ,0,$0.00 ,"$1,147.00 ",Yes,2,Female,51,Middle-Aged Adults,No,No,No,4,Stayed,No,client,0,45,3287,,,Stevenson Ranch,91381,9937
0129-KPTWJ,Yes,9,72,None,Yes,$33.22 ,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$94.65 ,"$6,747.35 ",$0.00 ,0,"$2,391.84 ","$9,139.19 ",No,0,Male,39,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,20,5943,,,North Highlands,95660,32202
0129-QMPDR,Yes,1,44,None,Yes,$27.40 ,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,$20.50 ,$865.05 ,$0.00 ,0,"$1,205.60 ","$2,070.65 ",No,0,Male,64,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,59,3093,,,La Puente,91746,30802
0130-SXOUN,No,0,66,Offer A,Yes,$48.78 ,Yes,Yes,Fiber Optic,8,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,$89.40 ,"$5,976.90 ",$36.02 ,40,"$3,219.48 ","$9,200.36 ",No,0,Male,55,Middle-Aged Adults,No,No,No,3,Stayed,No,client,0,49,4889,,,Glenhaven,95443,175
0133-BMFZO,No,0,2,None,Yes,$36.81 ,No,Yes,Fiber Optic,16,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$86.25 ,$181.65 ,$0.00 ,0,$73.62 ,$255.27 ,No,0,Female,40,Middle-Aged Adults,No,No,No,2,Churned,Yes,churned,1,94,3529,Competitor,Competitor offered higher download speeds,Alhambra,91803,30635
0134-XWXCE,No,0,44,None,Yes,$7.72 ,No,Yes,DSL,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,$74.85 ,"$3,268.05 ",$17.91 ,0,$339.68 ,"$3,589.82 ",No,0,Female,76,senior,No,Yes,No,5,Stayed,No,client,0,71,3253,,,Santa Monica,90403,23559
0135-NMXAP,No,0,12,Offer D,Yes,$14.38 ,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$89.75 ,"$1,052.40 ",$0.00 ,0,$172.56 ,"$1,224.96 ",No,0,Female,57,Middle-Aged Adults,No,No,No,3,Churned,Yes,churned,1,90,5671,Attitude,Attitude of support person,Lodi,95240,45755
0136-IFMYD,Yes,1,69,None,Yes,$18.41 ,Yes,Yes,Fiber Optic,17,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,$109.95 ,"$7,634.25 ",$0.00 ,0,"$1,270.29 ","$8,904.54 ",No,0,Male,71,senior,No,Yes,Yes,5,Stayed,No,client,0,63,4297,,,Los Angeles,90001,54492
0137-OCGAB,No,0,1,Offer E,Yes,$1.23 ,Yes,Yes,Fiber Optic,69,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,$80.20 ,$80.20 ,$0.00 ,0,$1.23 ,$81.43 ,No,0,Female,25,Adolescents,Yes,No,No,3,Churned,Yes,churned,1,90,3056,Price,Lack of affordable download/upload speed,Fairfield,94533,77683
0137-UDEUO,No,0,3,Offer E,Yes,$25.75 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,$19.85 ,$63.75 ,$0.00 ,0,$77.25 ,$141.00 ,No,0,Female,24,Adolescents,Yes,No,No,1,Churned,Yes,churned,1,95,3398,Price,Long distance charges,Stockton,95204,30476
0139-IVFJG,Yes,10,2,None,Yes,$4.65 ,No,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,$90.35 ,$190.50 ,$0.00 ,0,$9.30 ,$199.80 ,No,0,Female,19,Adolescents,Yes,No,Yes,3,Joined,No,client,0,29,5361,,,Temecula,92592,46171
0141-YEAYS,No,0,27,None,Yes,$2.97 ,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,$86.45 ,"$2,401.05 ",$0.00 ,0,$80.19 ,"$2,481.24 ",No,0,Female,77,senior,No,Yes,No,4,Stayed,No,client,0,77,5990,,,Fallbrook,92028,42239
0142-GVYSN,No,0,26,Offer C,Yes,$13.34 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,$20.30 ,$511.25 ,$0.00 ,0,$346.84 ,$858.09 ,No,0,Male,57,Middle-Aged Adults,No,No,No,5,Stayed,No,client,0,68,5712,,,Randsburg,93554,117
0147-ESWWR,Yes,9,39,None,Yes,$20.15 ,Yes,Yes,Fiber Optic,21,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$101.25 ,"$3,949.15 ",$0.00 ,0,$785.85 ,"$4,735.00 ",No,0,Female,73,senior,No,Yes,Yes,4,Stayed,No,client,0,77,3172,,,Atascadero,93422,29539
0148-DCDOS,No,0,25,None,Yes,$34.88 ,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$94.70 ,"$2,362.10 ",$0.00 ,0,$872.00 ,"$3,234.10 ",No,0,Male,41,Middle-Aged Adults,No,No,No,1,Churned,Yes,churned,1,82,5641,Competitor,Competitor had better devices,Planada,95365,4150
0151-ONTOV,No,0,1,Offer E,Yes,$39.81 ,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,$70.90 ,$70.90 ,$0.00 ,0,$39.81 ,$110.71 ,No,0,Female,43,Middle-Aged Adults,No,No,No,1,Churned,Yes,churned,1,78,4739,Competitor,Competitor had better devices,Moorpark,93021,32984
0156-FVPTA,Yes,1,22,Offer D,Yes,$27.24 ,No,Yes,DSL,21,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$54.20 ,"$1,152.70 ",$0.00 ,0,$599.28 ,"$1,751.98 ",No,0,Male,48,Middle-Aged Adults,No,No,Yes,2,Churned,Yes,churned,1,87,5102,Attitude,Attitude of service provider,Solvang,93463,7958
0164-APGRB,No,0,72,Offer A,Yes,$48.37 ,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,$114.90 ,"$8,496.70 ",$0.00 ,0,"$3,482.64 ","$11,979.34 ",No,0,Female,56,Middle-Aged Adults,No,No,No,4,Stayed,No,client,0,69,4589,,,Calistoga,94515,7384
0164-XAIRP,No,0,24,None,Yes,$10.64 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,$19.55 ,$470.20 ,$0.00 ,0,$255.36 ,$725.56 ,No,0,Female,51,Middle-Aged Adults,No,No,No,5,Stayed,No,client,0,34,2511,,,La Mirada,90638,47568
0168-XZKBB,Yes,8,19,None,Yes,$7.84 ,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$86.85 ,"$1,564.40 ",$0.00 ,0,$148.96 ,"$1,713.36 ",No,0,Female,34,Middle-Aged Adults,No,No,Yes,5,Stayed,No,client,0,64,5072,,,Boron,93516,2241
0174-QRVVY,Yes,2,71,None,Yes,$9.20 ,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$25.35 ,"$1,847.55 ",$0.00 ,0,$653.20 ,"$2,500.75 ",Yes,2,Male,21,Adolescents,Yes,No,Yes,5,Stayed,No,client,0,68,5747,,,San Marcos,92078,6760
0177-PXBAT,Yes,7,33,None,Yes,$25.15 ,Yes,Yes,Fiber Optic,20,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,$109.90 ,"$3,694.70 ",$0.00 ,0,$829.95 ,"$4,524.65 ",No,0,Male,78,senior,No,Yes,Yes,3,Stayed,No,client,0,59,5655,,,Desert Center,92239,964
0178-CIIKR,No,0,3,None,Yes,$2.69 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,$19.95 ,$58.00 ,$0.00 ,0,$8.07 ,$66.07 ,No,0,Female,60,Middle-Aged Adults,No,No,No,3,Joined,No,client,0,74,5949,,,Crows Landing,95313,1508
0178-SZBHO,Yes,7,47,None,Yes,$1.09 ,Yes,Yes,Fiber Optic,13,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,$87.20 ,"$4,017.45 ",$0.00 ,0,$51.23 ,"$4,068.68 ",Yes,1,Male,54,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,76,3760,,,Tuolumne,95379,3979
0181-RITDD,Yes,2,62,None,Yes,$1.76 ,No,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,$108.15 ,"$6,825.65 ",$0.00 ,0,$109.12 ,"$6,934.77 ",Yes,3,Male,42,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,43,5298,,,San Diego,92120,25569
0186-CAERR,No,0,71,None,Yes,$2.88 ,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,$116.30 ,"$8,309.55 ",$0.00 ,0,$204.48 ,"$8,514.03 ",No,0,Male,22,Adolescents,Yes,No,No,4,Stayed,No,client,0,59,4644,,,Auburn,95603,24944
0187-QSXOE,Yes,8,7,None,Yes,$41.97 ,No,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,$89.00 ,$605.45 ,$0.00 ,0,$293.79 ,$899.24 ,No,0,Male,71,senior,No,Yes,Yes,4,Stayed,No,client,0,36,5711,,,Fresno,93725,21010
0187-WZNAB,Yes,6,27,Offer C,Yes,$46.66 ,No,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,$74.40 ,"$1,972.35 ",$0.00 ,0,"$1,259.82 ","$3,232.17 ",Yes,2,Female,56,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,57,4331,,,Del Rey,93616,1965
0188-GWFLE,No,0,2,None,Yes,$1.81 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,$20.05 ,$33.70 ,$0.00 ,0,$3.62 ,$37.32 ,No,0,Male,33,Middle-Aged Adults,No,No,No,3,Joined,No,client,0,59,4978,,,Redwood City,94065,10658
0191-EQUUH,No,0,25,Offer C,No,$0.00 ,No,Yes,Cable,75,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,$35.05 ,$844.45 ,$0.00 ,0,$0.00 ,$844.45 ,Yes,3,Female,32,Middle-Aged Adults,No,No,No,4,Stayed,No,client,0,69,2754,,,Landers,92285,2182
0191-ZHSKZ,No,0,30,None,Yes,$38.61 ,No,Yes,DSL,5,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,$74.75 ,"$2,111.30 ",$0.00 ,0,"$1,158.30 ","$3,269.60 ",No,0,Male,80,senior,No,Yes,No,4,Stayed,No,client,0,55,3033,,,Hawthorne,90250,93315
0193-ESZXP,Yes,1,58,None,Yes,$16.94 ,No,Yes,Fiber Optic,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,$105.50 ,"$6,205.50 ",$0.00 ,0,$982.52 ,"$7,188.02 ",No,0,Female,73,senior,No,Yes,Yes,1,Churned,Yes,churned,1,91,5067,Attitude,Attitude of support person,Oceano,93445,7435
0195-IESCP,Yes,1,10,Offer D,Yes,$2.02 ,Yes,Yes,Fiber Optic,82,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,$85.25 ,$855.30 ,$0.00 ,100,$20.20 ,$975.50 ,No,0,Male,26,Adolescents,Yes,No,Yes,3,Churned,Yes,churned,1,75,3573,Competitor,Competitor offered more data,Armona,93202,2872
0196-JTUQI,No,0,9,None,Yes,$9.27 ,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,$75.20 ,$633.85 ,$0.00 ,0,$83.43 ,$717.28 ,No,0,Female,59,Middle-Aged Adults,No,No,No,5,Stayed,No,client,0,68,5841,,,Clarksburg,95612,1417
0196-VULGZ,Yes,1,6,None,Yes,$28.71 ,Yes,Yes,Fiber Optic,17,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$84.35 ,$474.90 ,$0.00 ,0,$172.26 ,$647.16 ,No,0,Female,78,senior,No,Yes,Yes,3,Churned,Yes,churned,1,77,5721,Other,Deceased,Irvine,92620,26419
0197-PNKNK,Yes,7,69,None,Yes,$38.92 ,Yes,Yes,Fiber Optic,16,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,$84.45 ,"$5,848.60 ",$0.00 ,40,"$2,685.48 ","$8,574.08 ",Yes,1,Female,47,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,49,5629,,,Scotts Valley,95066,14574
0201-MIBOL,No,0,66,None,Yes,$10.45 ,Yes,Yes,Fiber Optic,20,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,$102.40 ,"$6,471.85 ",$0.00 ,0,$689.70 ,"$7,161.55 ",No,0,Female,68,senior,No,Yes,No,3,Stayed,No,client,0,69,4861,,,Salida,95368,12466
0201-OAMXR,No,0,70,Offer A,Yes,$10.21 ,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,$115.55 ,"$8,127.60 ",$0.00 ,0,$714.70 ,"$8,842.30 ",No,0,Female,30,Adolescents,No,No,No,1,Churned,Yes,churned,1,87,4838,Dissatisfaction,Network reliability,Mckinleyville,95519,15921
0203-HHYIJ,No,0,25,Offer C,Yes,$5.57 ,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,$25.30 ,$676.35 ,$0.00 ,0,$139.25 ,$815.60 ,No,0,Male,62,Middle-Aged Adults,No,No,No,3,Churned,Yes,churned,1,79,3779,Price,Long distance charges,Atherton,94027,6876
0206-OYVOC,Yes,1,46,Offer B,Yes,$24.33 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,$19.25 ,$864.20 ,$0.00 ,0,"$1,119.18 ","$1,983.38 ",Yes,2,Female,52,Middle-Aged Adults,No,No,Yes,5,Stayed,No,client,0,77,5596,,,Huntington Beach,92649,32304
0206-TBWLC,Yes,7,54,Offer B,Yes,$11.40 ,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,$114.65 ,"$6,049.50 ",$0.00 ,0,$615.60 ,"$6,665.10 ",No,0,Female,63,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,67,4488,,,Calimesa,92320,7334
0207-MDKNV,No,0,15,None,Yes,$22.39 ,No,Yes,Fiber Optic,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,$105.10 ,"$1,582.75 ",$0.00 ,0,$335.85 ,"$1,918.60 ",No,0,Female,54,Middle-Aged Adults,No,No,No,1,Churned,Yes,churned,1,84,2122,Competitor,Competitor made better offer,Daly City,94014,47453
0208-BPQEJ,No,0,12,Offer D,Yes,$8.25 ,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,$19.40 ,$198.10 ,$0.00 ,0,$99.00 ,$297.10 ,Yes,1,Female,48,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,29,3713,,,Middletown,95461,7789
0212-ISBBF,No,0,22,None,No,$0.00 ,No,Yes,Cable,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$50.35 ,"$1,098.85 ",$0.00 ,0,$0.00 ,"$1,098.85 ",No,0,Female,51,Middle-Aged Adults,No,No,No,3,Stayed,No,client,0,73,2875,,,Berkeley,94705,12448
0214-JHPFW,Yes,9,70,None,No,$0.00 ,No,Yes,Cable,85,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,$57.80 ,"$4,039.30 ",$1.01 ,0,$0.00 ,"$4,038.29 ",No,0,Female,22,Adolescents,Yes,No,Yes,4,Stayed,No,client,0,42,5640,,,Lost Hills,93249,2502
0215-BQKGS,No,0,30,Offer C,Yes,$24.73 ,No,Yes,Fiber Optic,20,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,$84.30 ,"$2,438.60 ",$0.00 ,130,$741.90 ,"$3,310.50 ",No,0,Male,52,Middle-Aged Adults,No,No,No,4,Stayed,No,client,0,66,5393,,,Garden Grove,92844,23481
0218-QNVAS,Yes,1,71,Offer A,Yes,$28.34 ,Yes,Yes,Fiber Optic,59,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,$100.55 ,"$7,113.75 ",$16.99 ,0,"$2,012.14 ","$9,108.90 ",Yes,1,Male,22,Adolescents,Yes,No,Yes,5,Stayed,No,client,0,37,5876,,,Indio,92203,2743
0219-QAERP,Yes,2,30,None,Yes,$9.81 ,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,$19.80 ,$576.65 ,$0.00 ,0,$294.30 ,$870.95 ,No,0,Male,33,Middle-Aged Adults,No,No,Yes,5,Stayed,No,client,0,74,4006,,,Oxnard,93033,77791
0219-YTZUE,Yes,5,4,Offer E,Yes,$28.77 ,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$84.80 ,$371.90 ,$0.00 ,0,$115.08 ,$486.98 ,No,0,Male,26,Adolescents,Yes,No,Yes,3,Churned,Yes,churned,1,73,4939,Competitor,Competitor made better offer,San Diego,92122,34902
0220-EBGCE,No,0,2,Offer E,Yes,$14.14 ,No,Yes,Fiber Optic,28,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,$85.85 ,$167.30 ,$0.00 ,0,$28.28 ,$195.58 ,No,0,Male,58,Middle-Aged Adults,No,No,No,1,Churned,Yes,churned,1,67,3273,Competitor,Competitor made better offer,Escondido,92027,48690
0221-NAUXK,No,0,10,None,Yes,$7.86 ,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,$19.95 ,$219.50 ,$0.00 ,0,$78.60 ,$298.10 ,Yes,1,Male,22,Adolescents,Yes,No,No,5,Stayed,No,client,0,48,3044,,,Moreno Valley,92553,61205
0221-WMXNQ,No,0,4,Offer E,Yes,$36.40 ,No,Yes,Fiber Optic,29,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,$75.35 ,$273.40 ,$0.00 ,0,$145.60 ,$419.00 ,No,0,Male,66,senior,No,Yes,No,3,Stayed,No,client,0,40,4033,,,Chino,91710,75319
0222-CNVPT,No,0,52,Offer B,No,$0.00 ,No,Yes,DSL,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,$48.80 ,"$2,555.05 ",$0.00 ,0,$0.00 ,"$2,555.05 ",No,0,Male,69,senior,No,Yes,No,3,Stayed,No,client,0,67,4865,,,Sacramento,95820,37031
0224-HJAPT,No,0,5,None,Yes,$22.01 ,Yes,Yes,Cable,85,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,$47.15 ,$223.15 ,$0.00 ,0,$110.05 ,$333.20 ,No,0,Male,25,Adolescents,Yes,No,No,2,Churned,Yes,churned,1,82,2857,Competitor,Competitor made better offer,San Diego,92117,51213
0224-NIJLP,Yes,1,8,Offer E,Yes,$2.87 ,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,$20.15 ,$165.50 ,$0.00 ,0,$22.96 ,$188.46 ,Yes,3,Male,30,Adolescents,No,No,Yes,4,Stayed,No,client,0,32,3899,,,Turlock,95380,40545
0224-RLWWD,No,0,2,Offer E,Yes,$23.91 ,No,Yes,Cable,22,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,$44.30 ,$89.30 ,$0.00 ,0,$47.82 ,$137.12 ,No,0,Female,73,senior,No,Yes,No,3,Joined,No,client,0,44,3805,,,Calexico,92231,27804
0225-ZORZP,No,0,3,Offer E,Yes,$13.72 ,No,Yes,Fiber Optic,26,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,$84.30 ,$235.05 ,$0.00 ,0,$41.16 ,$276.21 ,No,0,Male,46,Middle-Aged Adults,No,No,No,5,Joined,No,client,0,43,5828,,,Groveland,95321,3680
0228-MAUWC,No,0,19,Offer D,Yes,$11.85 ,Yes,Yes,DSL,18,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,$59.55 ,"$1,144.60 ",$0.00 ,0,$225.15 ,"$1,369.75 ",No,0,Male,40,Middle-Aged Adults,No,No,No,4,Stayed,No,client,0,39,3949,,,Los Gatos,95033,10172
0229-LFJAF,No,0,72,Offer A,Yes,$3.66 ,Yes,Yes,DSL,13,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,$69.65 ,"$4,908.25 ",$0.00 ,0,$263.52 ,"$5,171.77 ",No,0,Male,53,Middle-Aged Adults,No,No,No,5,Stayed,No,client,0,32,4262,,,Clovis,93611,46858
0230-UBYPQ,Yes,2,63,Offer B,No,$0.00 ,No,Yes,DSL,7,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,$36.10 ,"$2,298.90 ",$0.00 ,0,$0.00 ,"$2,298.90 ",No,0,Male,76,senior,No,Yes,Yes,3,Stayed,No,client,0,48,5089,,,Hyampom,96046,268
0230-WEQUW,Yes,1,66,None,No,$0.00 ,No,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,$56.60 ,"$3,789.20 ",$0.00 ,0,$0.00 ,"$3,789.20 ",No,0,Male,38,Middle-Aged Adults,No,No,Yes,4,Stayed,No,client,0,77,5500,,,Woodland Hills,91364,25988
0231-LXVAP,No,0,1,None,Yes,$44.56 ,No,Yes,Fiber Optic,27,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,$75.90 ,$75.90 ,$0.00 ,0,$44.56 ,$120.46 ,No,0,Male,23,Adolescents,Yes,No,No,3,Churned,Yes,churned,1,66,3389,Competitor,Competitor made better offer,Temecula,92592,46171
0233-FTHAV,No,0,60,None,Yes,$15.29 ,Yes,Yes,Fiber Optic,48,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,$79.20 ,"$4,765.00 ",$0.00 ,0,$917.40 ,"$5,682.40 ",No,0,Female,24,Adolescents,Yes,No,No,3,Stayed,No,client,0,49,5687,,,Livingston,95334,12672
0234-TEVTT,Yes,3,48,None,No,$0.00 ,No,Yes,DSL,22,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,$45.00 ,"$2,196.30 ",$0.00 ,0,$0.00 ,"$2,196.30 ",Yes,3,Female,43,Middle-Aged Adults,No,No,Yes,3,Stayed,No,client,0,21,5269,,,Tulare,93274,56101
0235-KGSLC,No,0,1,Offer E,Yes,$33.34 ,No,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,$85.55 ,$85.55 ,$0.00 ,0,$33.34 ,$118.89 ,No,0,Female,45,Middle-Aged Adults,No,No,No,2,Churned,Yes,churned,1,86,3967,Other,Moved,Buellton,93427,4644
